Drug_Query	Drug_Found	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Tretinoin	Tretinoin	CYP26B1	Protein	Q9NR63	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26B1	Protein	Q9NR63	Homo sapiens	DrugBank	1332684	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26B1	Protein	Q9NR63	Homo sapiens	DrugBank	14993281	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26B1	Protein	Q9NR63	Homo sapiens	DrugBank	16456186	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26B1	Protein	Q9NR63	Homo sapiens	DrugBank	16392701	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26B1	Protein	Q9NR63	Homo sapiens	DrugBank	16109390	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26B1	Protein	Q9NR63	Homo sapiens	DrugBank	17184907	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26B1	Protein	Q9NR63	Homo sapiens	DrugBank	15677768	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26B1	Protein	Q9NR63	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26B1	Protein	Q9NR63	Homo sapiens	DrugBank	16207763	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26B1	Protein	Q9NR63	Homo sapiens	DrugBank	10792999	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26B1	Protein	Q9NR63	Homo sapiens	DrugBank	15950488	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26B1	Protein	Q9NR63	Homo sapiens	DrugBank	16420438	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26B1	Protein	Q9NR63	Homo sapiens	DrugBank	17161848	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26B1	Protein	Q9NR63	Homo sapiens	DrugBank	15059893	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26B1	Protein	Q9NR63	Homo sapiens	DrugBank	15069081	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	1318502	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	15897880	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	15366004	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	15379735	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	15958702	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	15299009	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	16837774	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	16166285	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	15950969	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	15086536	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	16461020	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	8394693	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	17182884	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	15245423	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	1332684	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	14993281	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	16456186	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	16392701	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	16109390	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	17184907	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	15677768	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	16207763	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	10792999	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	15950488	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	16420438	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	17161848	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	15059893	NA	NA	NA	II
Tretinoin	Tretinoin	RBP4	Protein	P02753	Homo sapiens	DrugBank	15069081	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	1332684	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	10964567	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	14993281	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	16456186	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	16392701	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	16109390	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	17184907	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	15379735	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	7791761	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	8264595	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	10792999	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	10637371	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	16420438	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	8380496	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	8394693	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	17182884	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	DrugBank	17161848	NA	NA	NA	II
Tretinoin	Tretinoin	RARG	Protein	P13631	Homo sapiens	IUPHAR	19058965	EC50	=	0.200000003	III
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	15366004	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	15379735	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	15299009	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	16837774	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	16166285	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	15950969	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	15086536	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	8394693	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	17182884	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	15245423	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	1332684	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	14993281	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	16456186	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	16392701	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	16109390	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	17184907	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	15677768	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	16207763	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	10792999	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	15950488	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	16420438	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	17161848	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A2	Protein	O94788	Homo sapiens	DrugBank	15069081	NA	NA	NA	II
Tretinoin	Tretinoin	NR2C2	Protein	P49116	Homo sapiens	IUPHAR	21068381	EC50	=	23800	III
Tretinoin	Tretinoin	PPARD	Protein	Q03181	Homo sapiens	IUPHAR	12963727	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	1318502	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	15897880	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	15366004	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	15379735	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	15958702	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	15299009	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	16837774	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	16166285	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	15950969	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	15086536	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	16461020	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	8394693	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	17182884	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	15245423	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	1332684	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	14993281	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	16456186	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	16392701	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	16109390	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	17184907	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	15677768	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	16207763	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	10792999	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	15950488	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	16420438	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	17161848	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	15059893	NA	NA	NA	II
Tretinoin	Tretinoin	LCN1	Protein	P31025	Homo sapiens	DrugBank	15069081	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	1318502	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	15897880	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	15366004	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	21906690	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	15379735	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	15958702	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	15299009	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	16837774	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	16166285	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	15950969	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	16757381	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	16946489	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	15086536	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	16461020	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	8394693	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	17182884	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	15245423	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	1332684	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	14993281	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	16456186	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	16392701	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	16109390	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	17184907	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	15677768	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	16207763	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	10792999	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	15950488	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	16420438	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	17161848	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	15059893	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26C1	Protein	Q6V0L0	Homo sapiens	DrugBank	15069081	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	1318502	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	15897880	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	15366004	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	21906690	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	15379735	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	15958702	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	15299009	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	16837774	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	16166285	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	15950969	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	16757381	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	16946489	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	15086536	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	16461020	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	8394693	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	17182884	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	15245423	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	1332684	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	14993281	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	16456186	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	16392701	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	16109390	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	17184907	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	15677768	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	16207763	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	10792999	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	15950488	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	16420438	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	17161848	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	15059893	NA	NA	NA	II
Tretinoin	Tretinoin	CYP26A1	Protein	O43174	Homo sapiens	DrugBank	15069081	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	1318502	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	IUPHAR	10964567	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	15897880	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	15366004	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	15379735	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	15958702	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	15299009	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	16837774	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	16166285	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	15950969	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	15086536	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	IUPHAR	10637371	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	8394693	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	17182884	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	15245423	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	1332684	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	14993281	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	16456186	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	16392701	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	16109390	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	17184907	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	IUPHAR	7791761	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	IUPHAR	8264595	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	15677768	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	16207763	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	10792999	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	15950488	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	16420438	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	17161848	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	15059893	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	DrugBank	15069081	NA	NA	NA	II
Tretinoin	Tretinoin	RARB	Protein	P10826	Homo sapiens	IUPHAR	19058965	EC50	=	12	III
Tretinoin	Tretinoin	RXRG	Protein	P48443	Homo sapiens	DrugBank	14993281	NA	NA	NA	II
Tretinoin	Tretinoin	RXRG	Protein	P48443	Homo sapiens	DrugBank	16456186	NA	NA	NA	II
Tretinoin	Tretinoin	RXRG	Protein	P48443	Homo sapiens	DrugBank	16420438	NA	NA	NA	II
Tretinoin	Tretinoin	RXRG	Protein	P48443	Homo sapiens	DrugBank	16392701	NA	NA	NA	II
