Drug_Query	Drug_Found	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Tretinoin	Tretinoin	RXRG	Protein	P48443	Homo sapiens	DrugBank	16109390	NA	NA	NA	II
Tretinoin	Tretinoin	RXRG	Protein	P48443	Homo sapiens	DrugBank	17184907	NA	NA	NA	II
Tretinoin	Tretinoin	RXRG	Protein	P48443	Homo sapiens	DrugBank	17182884	NA	NA	NA	II
Tretinoin	Tretinoin	RXRG	Protein	P48443	Homo sapiens	DrugBank	15379735	NA	NA	NA	II
Tretinoin	Tretinoin	RXRG	Protein	P48443	Homo sapiens	DrugBank	17161848	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	15897880	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	15366004	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	15379735	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	15299009	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	16837774	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	16166285	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	15950969	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	15086536	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	8394693	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	17182884	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	15245423	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	1332684	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	14993281	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	16456186	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	16392701	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	16109390	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	17184907	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	15677768	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	16207763	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	10792999	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	15950488	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	16420438	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	17161848	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	15059893	NA	NA	NA	II
Tretinoin	Tretinoin	RARRES1	Protein	P49788	Homo sapiens	DrugBank	15069081	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	1318502	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	15897880	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	15366004	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	21906690	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	15379735	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	15958702	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	15299009	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	16837774	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	16166285	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	15950969	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	16757381	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	16946489	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	15086536	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	16461020	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	8394693	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	17182884	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	15245423	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	1332684	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	14993281	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	16456186	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	16392701	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	16109390	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	17184907	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	15677768	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	16207763	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	10792999	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	15950488	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	16420438	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	22043816	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	17161848	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	15059893	NA	NA	NA	II
Tretinoin	Tretinoin	HPGDS	Protein	O60760	Homo sapiens	DrugBank	15069081	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	1332684	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	15366004	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	14993281	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	16456186	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	16392701	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	16109390	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	17184907	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	15379735	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	16837774	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	16166285	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	16207763	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	10792999	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	16420438	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	8394693	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	17182884	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	17161848	NA	NA	NA	II
Tretinoin	Tretinoin	ALDH1A1	Protein	P00352	Homo sapiens	DrugBank	15245423	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	1318502	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	15897880	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	15366004	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	15379735	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	15958702	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	15299009	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	16837774	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	16166285	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	15950969	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	15086536	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	16461020	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	8394693	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	17182884	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	15245423	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	1332684	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	14993281	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	16456186	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	16392701	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	16109390	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	17184907	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	15677768	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	16207763	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	10792999	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	15950488	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	16420438	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	17161848	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	15059893	NA	NA	NA	II
Tretinoin	Tretinoin	OBP2A	Protein	Q9NY56	Homo sapiens	DrugBank	15069081	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	1318502	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	10964567	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	15897880	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	10592235	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	15366004	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	15379735	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	15299009	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	16837774	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	16166285	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	15950969	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	15086536	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	10637371	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	8380496	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	8394693	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	17182884	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	15245423	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	1332684	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	14993281	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	16456186	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	16392701	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	16109390	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	17184907	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	7791761	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	8264595	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	15677768	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	16207763	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	10792999	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	15950488	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	16420438	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	17161848	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	15059893	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	DrugBank	15069081	NA	NA	NA	II
Tretinoin	Tretinoin	RARA	Protein	P10276	Homo sapiens	IUPHAR	19058965	EC50	=	17	III
Dual IGF-1R/InsR Inhibitor BMS-754807	Dual IGF-1R/InsR Inhibitor BMS-754807	IGF1R	Protein	P08069	Homo sapiens	IUPHAR	19778024	IC50	=	2	III
Motesanib	Motesanib	KDR	Protein	P35968	Homo sapiens	IUPHAR	23098265	IC50	=	3	III
Motesanib	Motesanib	KDR	Protein	P35968	Homo sapiens	IUPHAR	22037378	Kd	=	2.599999905	III
Motesanib	Motesanib	FLT4	Protein	P35916	Homo sapiens	IUPHAR	23098265	IC50	=	6	III
Motesanib	Motesanib	FLT1	Protein	P17948	Homo sapiens	IUPHAR	23098265	IC50	=	2	III
Curcumin	Curcumin	EP300	Protein	Q09472	Homo sapiens	IUPHAR	15383533	IC50	=	25000	III
Curcumin	Curcumin	ABCC5	Protein	O15440	Homo sapiens	DrugBank	15713005	NA	NA	NA	II
Curcumin	Curcumin	ABCC5	Protein	O15440	Homo sapiens	DrugBank	23978416	NA	NA	NA	II
Curcumin	Curcumin	ABCC5	Protein	O15440	Homo sapiens	DrugBank	20153625	NA	NA	NA	II
Curcumin	Curcumin	PPARG	Protein	P37231	Homo sapiens	DrugBank	15713005	NA	NA	NA	II
Curcumin	Curcumin	GSTP1	Protein	P09211	Homo sapiens	DrugBank	25541467	NA	NA	NA	II
Curcumin	Curcumin	GSTP1	Protein	P09211	Homo sapiens	DrugBank	9463521	NA	NA	NA	II
Curcumin	Curcumin	GSTP1	Protein	P09211	Homo sapiens	DrugBank	15713005	NA	NA	NA	II
Curcumin	Curcumin	GSTP1	Protein	P09211	Homo sapiens	DrugBank	23978416	NA	NA	NA	II
Curcumin	Curcumin	GSTP1	Protein	P09211	Homo sapiens	DrugBank	20153625	NA	NA	NA	II
Curcumin	Curcumin	CBR1	Protein	P16152	Homo sapiens	DrugBank	25541467	NA	NA	NA	II
Curcumin	Curcumin	CBR1	Protein	P16152	Homo sapiens	DrugBank	15713005	NA	NA	NA	II
Curcumin	Curcumin	CBR1	Protein	P16152	Homo sapiens	DrugBank	23978416	NA	NA	NA	II
Curcumin	Curcumin	CBR1	Protein	P16152	Homo sapiens	DrugBank	20153625	NA	NA	NA	II
Curcumin	Curcumin	VDR	Protein	P11473	Homo sapiens	DrugBank	15713005	NA	NA	NA	II
Curcumin	Curcumin	VDR	Protein	P11473	Homo sapiens	DrugBank	20153625	NA	NA	NA	II
Letrozole	Letrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	15026471	NA	NA	NA	II
Letrozole	Letrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Letrozole	Letrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	14505258	NA	NA	NA	II
Letrozole	Letrozole	CYP19A1	Protein	P11511	Homo sapiens	DrugBank	10388095	NA	NA	NA	II
Letrozole	Letrozole	CYP19A1	Protein	P11511	Homo sapiens	IUPHAR	22386564	Ki	=	0.02	III
Nivolumab	Nivolumab	PDCD1	Protein	Q15116	Homo sapiens	DrugBank	23289116	NA	NA	NA	II
Nivolumab	Nivolumab	PDCD1	Protein	Q15116	Homo sapiens	IUPHAR	23302904	Kd	=	0.730000019	III
Nivolumab	Nivolumab	PDCD1	Protein	Q15116	Homo sapiens	IUPHAR	21154117	Kd	=	0.730000019	III
Tandutinib	Tandutinib	CSF1R	Protein	P07333	Homo sapiens	IUPHAR	12124172	IC50	=	3430	III
Tandutinib	Tandutinib	FLT3	Protein	P36888	Homo sapiens	IUPHAR	12124172	IC50	=	220	III
Tandutinib	Tandutinib	FLT3	Protein	P36888	Homo sapiens	IUPHAR	22037378	Kd	=	3	III
Tandutinib	Tandutinib	KIT	Protein	P10721	Homo sapiens	IUPHAR	12124172	IC50	=	170	III
Tandutinib	Tandutinib	PDGFRB	Protein	P09619	Homo sapiens	IUPHAR	12124172	IC50	=	200	III
Alisertib	Alisertib	AURKA	Protein	O14965	Homo sapiens	IUPHAR	19320489	IC50	=	1	III
Osimertinib	Osimertinib	EGFR	Protein	P00533	Homo sapiens	DrugBank	26522274	NA	NA	NA	II
Osimertinib	Osimertinib	EGFR	Protein	P00533	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=		I
Trastuzumab	Trastuzumab	ERBB2	Protein	P04626	Homo sapiens	DrugBank	11098307	NA	NA	NA	II
Trastuzumab	Trastuzumab	ERBB2	Protein	P04626	Homo sapiens	DrugBank	18690878	NA	NA	NA	II
Trastuzumab	Trastuzumab	ERBB2	Protein	P04626	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Trastuzumab	Trastuzumab	ERBB2	Protein	P04626	Homo sapiens	DrugBank	17660958	NA	NA	NA	II
Trastuzumab	Trastuzumab	ERBB2	Protein	P04626	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3/ABL/Aurora Kinase Inhibitor KW-2449	AURKB	Protein	Q96GD4	Homo sapiens	IUPHAR	19541823	IC50	=	48	III
FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3/ABL/Aurora Kinase Inhibitor KW-2449	ABL1	Protein	P00519	Homo sapiens	IUPHAR	19541823	IC50	=	14	III
FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3/ABL/Aurora Kinase Inhibitor KW-2449	AURKA	Protein	O14965	Homo sapiens	IUPHAR	19541823	IC50	=	48	III
FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3	Protein	P36888	Homo sapiens	IUPHAR	22037378	Kd	=	15	III
FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3/ABL/Aurora Kinase Inhibitor KW-2449	FLT3	Protein	P36888	Homo sapiens	IUPHAR	19541823	IC50	=	6.599999905	III
Perhexiline	Perhexiline	KCNH2	Protein	Q12809	Homo sapiens	DrugBank	11117381	NA	NA	NA	II
Perhexiline	Perhexiline	KCNH2	Protein	Q12809	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Perhexiline	Perhexiline	KCNH2	Protein	Q12809	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Perhexiline	Perhexiline	KCNH2	Protein	Q12809	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Perhexiline	Perhexiline	KCNH2	Protein	Q12809	Homo sapiens	DrugBank	17445089	NA	NA	NA	II
Perhexiline	Perhexiline	KCNH2	Protein	Q12809	Homo sapiens	DrugBank	16306812	NA	NA	NA	II
Perhexiline	Perhexiline	KCNH2	Protein	Q12809	Homo sapiens	DrugBank	18701618	NA	NA	NA	II
Perhexiline	Perhexiline	KCNH2	Protein	Q12809	Homo sapiens	DrugBank	8694852	NA	NA	NA	II
Lovastatin	Lovastatin	NR1I2	Protein	O75469	Homo sapiens	IUPHAR	9727070	EC50	=		III
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	DrugBank	12369143	NA	NA	NA	II
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	DrugBank	12204108	NA	NA	NA	II
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	DrugBank	12405293	NA	NA	NA	II
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	DrugBank	12172803	NA	NA	NA	II
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	DrugBank	12082550	NA	NA	NA	II
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	DrugBank	19249983	NA	NA	NA	II
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	DrugBank	12214063	NA	NA	NA	II
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	IUPHAR	1597859	IC50	=	20	III
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	IUPHAR	6933445	Ki	=	0.600000024	III
Lovastatin	Lovastatin	HMGCR	Protein	P04035	Homo sapiens	IUPHAR	2153213	IC50	=	50	III
Lovastatin	Lovastatin	ITGAL	Protein	P20701	Homo sapiens	DrugBank	12369143	NA	NA	NA	II
Lovastatin	Lovastatin	ITGAL	Protein	P20701	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Lovastatin	Lovastatin	ITGAL	Protein	P20701	Homo sapiens	DrugBank	12204108	NA	NA	NA	II
Lovastatin	Lovastatin	ITGAL	Protein	P20701	Homo sapiens	DrugBank	15822172	NA	NA	NA	II
Lovastatin	Lovastatin	ITGAL	Protein	P20701	Homo sapiens	DrugBank	12405293	NA	NA	NA	II
Lovastatin	Lovastatin	ITGAL	Protein	P20701	Homo sapiens	DrugBank	12172803	NA	NA	NA	II
Lovastatin	Lovastatin	ITGAL	Protein	P20701	Homo sapiens	DrugBank	12082550	NA	NA	NA	II
Lovastatin	Lovastatin	ITGAL	Protein	P20701	Homo sapiens	DrugBank	11385505	NA	NA	NA	II
Lovastatin	Lovastatin	ITGAL	Protein	P20701	Homo sapiens	DrugBank	19249983	NA	NA	NA	II
Lovastatin	Lovastatin	ITGAL	Protein	P20701	Homo sapiens	DrugBank	10493852	NA	NA	NA	II
Lovastatin	Lovastatin	ITGAL	Protein	P20701	Homo sapiens	DrugBank	12214063	NA	NA	NA	II
Lovastatin	Lovastatin	HDAC2	Protein	Q92769	Homo sapiens	DrugBank	12369143	NA	NA	NA	II
