ApplNo	ProductNo	TECode	TESequence	ProductMktStatus
202050	005	AB	1	1
202050	006	AB	1	1
202051	001	AB	1	1
202052	001	AB	1	1
202052	002	AB	1	1
202053	001	AT	1	1
202054	001	AT	1	1
202058	001	AB	1	1
202061	001	AA	1	1
202063	001	AP	1	1
202063	002	AP	1	1
202068	001	AB	1	1
202068	002	AB	1	1
202074	001	AB	1	1
202075	001	AB	1	1
202076	001	AB	1	1
202077	001	AT	1	1
202078	001	AB	1	1
202078	002	AB	1	1
202079	001	AB	1	1
202079	002	AB	1	1
202079	003	AB	1	1
202079	004	AB	1	1
202085	001	AB	1	1
202086	001	AB	1	1
202087	001	AB	1	1
202087	002	AB	1	1
202087	003	AB	1	1
202087	004	AB	1	1
202093	001	AB	1	1
202095	001	AB	1	1
202095	002	AB	1	1
202096	001	AB	1	1
202096	002	AB	1	1
202099	001	AB	1	1
202099	002	AB	1	1
202099	003	AB	1	1
202099	004	AB	1	1
202101	001	AB	1	1
202101	002	AB	1	1
202101	003	AB	1	1
202101	004	AB	1	1
202101	005	AB	1	1
202101	006	AB	1	1
202103	001	AB	1	1
202103	002	AB	1	1
202103	003	AB	1	1
202103	004	AB	1	1
202104	001	AB	1	1
202104	002	AB	1	1
202104	003	AB	1	1
202104	004	AB	1	1
202104	005	AB	1	1
202104	006	AB	1	1
202104	007	AB	1	1
202112	001	AB	1	1
202112	002	AB	1	1
202112	003	AB	1	1
202114	001	AB	1	1
202114	002	AB	1	1
202116	001	AB	1	1
202116	002	AB	1	1
202116	003	AB	1	1
202121	001	AB	1	1
202121	002	AB	1	1
202122	001	AB	1	1
202122	002	AB	1	1
202124	001	AB	1	1
202124	002	AB	1	1
202124	003	AB	1	1
202126	001	AP	1	1
202127	001	AB	1	1
202128	001	AB	1	1
202130	001	AB	1	1
202130	002	AB	1	1
202130	003	AB	1	1
202131	001	AB	1	1
202132	001	AB	1	1
202139	001	AB	1	1
202143	001	AP	1	1
202144	001	AB	1	1
202144	002	AB	1	1
202144	003	AB	1	1
202144	004	AB	1	1
202145	001	AB2	1	1
202147	001	AP	1	1
202148	001	AB	1	1
202148	002	AB	1	1
202150	001	AB	1	1
202150	002	AB	1	1
202150	003	AB	1	1
202152	001	AB	1	1
202152	002	AB	1	1
202152	003	AB	1	1
202152	004	AB	1	1
202152	005	AB	1	1
202152	006	AB	1	1
202160	001	AB	1	1
202160	002	AB	1	1
202160	003	AB	1	1
202161	001	AB	1	1
202163	001	AP	1	1
202164	001	AB	1	1
202164	002	AB	1	1
202164	003	AB	1	1
202164	004	AB	1	1
202164	005	AB	1	1
202167	001	AB	1	1
202167	002	AB	1	1
202168	001	AB	1	1
202168	002	AB	1	1
202170	001	AB	1	1
202170	002	AB	1	1
202170	003	AB	1	1
202176	001	AB	1	1
202176	002	AB	1	1
202179	001	AB	1	1
202179	002	AB	1	1
202179	003	AB	1	1
202180	001	AB	1	1
202180	002	AB	1	1
202180	003	AB	1	1
202180	004	AB	1	1
202182	001	AP	1	1
202187	001	AB	1	1
202187	002	AB	1	1
202187	003	AB	1	1
202189	001	AB3	1	1
202191	001	AB	1	1
202197	001	AP	1	1
202198	001	AP	1	1
202200	001	AB	1	1
202200	002	AB	1	1
202200	003	AB	1	1
202202	001	AB	1	1
202202	002	AB	1	1
202202	003	AB	1	1
202202	004	AB	1	1
202202	005	AB	1	1
202202	006	AB	1	1
202202	007	AB	1	1
202202	008	AB	1	1
202202	009	AB	1	1
202203	001	AP	1	1
202204	001	AB	1	1
202206	001	AB	1	1
202206	002	AB	1	1
202206	003	AB	1	1
202206	004	AB	1	1
202206	005	AB	1	1
202206	006	AB	1	1
202206	007	AB	1	1
202210	001	AB	1	1
202210	002	AB	1	1
202210	003	AB	1	1
202214	001	AA	1	1
202214	002	AA	1	1
202214	003	AA	1	1
202214	004	AA	1	1
202214	005	AA	1	1
202214	006	AA	1	1
202219	001	AB	1	1
202220	001	AB	1	1
202220	002	AB	1	1
202221	001	AA	1	1
202223	001	AB	1	1
202223	002	AB	1	1
202223	003	AB	1	1
202223	004	AB	1	1
202226	001	AB	1	1
202227	001	AA	1	1
202229	001	AB	1	1
202230	001	AB	1	1
202230	002	AB	1	1
202230	003	AB	1	1
202231	001	AP	1	1
202231	002	AP	1	1
202231	003	AP	1	1
202235	001	AP	1	1
202239	001	AB	1	1
202239	002	AB	1	1
202239	003	AB	1	1
202239	004	AB	1	1
202239	005	AB	1	1
202239	006	AB	1	1
202240	001	AB	1	1
202240	002	AB	1	1
202240	003	AB	1	1
202240	004	AB	1	1
202242	001	AP	1	1
202244	001	AB	1	1
202244	002	AB	1	1
202247	001	AB2	1	1
202248	001	AA	1	1
202248	002	AA	1	1
202250	001	AB	1	1
202252	001	AB	1	1
202252	002	AB	1	1
202253	001	AP	1	1
202254	001	AB	1	1
202254	002	AB	1	1
202254	003	AB	1	1
202259	001	AP	1	1
202260	001	AB1	1	1
202261	001	AB	1	1
202261	003	AB	1	1
202261	005	AB	1	1
202261	006	AB	1	1
202261	007	AB	1	1
202266	001	AB	1	1
202266	002	AB	1	1
202268	001	AP	1	1
202268	002	AP	1	1
202271	001	AB	1	1
202271	002	AB	1	1
202271	003	AB	1	1
202274	001	AP	1	1
202275	001	AP	1	1
202275	002	AP	1	1
202279	001	AB	1	1
202279	002	AB	1	1
202280	001	AB	1	1
202280	002	AB	1	1
202280	003	AB	1	1
202284	001	AB	1	1
202284	002	AB	1	1
202285	001	AB	1	1
202285	002	AB	1	1
202285	003	AB	1	1
202285	004	AB	1	1
202286	001	AB	1	1
202287	001	AB	1	1
202287	002	AB	1	1
202287	003	AB	1	1
202287	004	AB	1	1
202287	005	AB	1	1
202287	006	AB	1	1
202288	001	AB	1	1
202289	001	AB	1	1
202289	002	AB	1	1
202289	003	AB	1	1
202295	001	AB	1	1
202295	002	AB	1	1
202295	003	AB	1	1
202295	004	AB	1	1
202295	005	AB	1	1
202295	006	AB	1	1
202296	001	AB	1	1
202297	001	AB	1	1
202297	002	AB	1	1
202297	003	AB	1	1
202298	001	AB	1	1
202298	002	AB	1	1
202298	003	AB	1	1
202304	001	AB1	1	1
202304	002	AB1	1	1
202304	003	AB1	1	1
202305	001	AT	1	1
202309	001	AA	1	1
202310	001	AA	1	1
202313	001	AP	1	1
202313	002	AP	1	1
202315	001	AB	1	1
202321	001	AB	1	1
202321	002	AB	1	1
202323	001	AB	1	1
202323	002	AB	1	1
202328	001	AP	1	1
202328	002	AP	1	1
202330	001	AB	1	1
202330	002	AB	1	1
202330	003	AB	1	1
202330	004	AB	1	1
202333	001	AA	1	1
202336	001	AB	1	1
202336	002	AB	1	1
202336	003	AB	1	1
202337	001	AB	1	1
202337	002	AB	1	1
202338	001	AB	1	1
202338	002	AB	1	1
202338	003	AB	1	1
202338	004	AB	1	1
202346	001	AB	1	1
202348	001	AA	1	1
202349	001	AB	1	1
202351	001	AP	1	1
202353	001	AB	1	1
202353	002	AB	1	1
202353	003	AB	1	1
202353	004	AB	1	1
202353	005	AB	1	1
202354	001	AP	1	1
202357	001	AB	1	1
202359	001	AP	1	1
202360	001	AP	1	1
202361	001	AB	1	1
202362	001	AB	1	1
202362	002	AB	1	1
202366	001	AB	1	1
202366	002	AB	1	1
202368	001	AT	1	1
202373	001	AP	1	1
202374	001	AT	1	1
202374	002	AT	1	1
202376	001	AB	1	1
202377	001	AB	1	1
202377	002	AB	1	1
202377	003	AB	1	1
202377	004	AB	1	1
202383	001	AB	1	1
202383	002	AB	1	1
202383	003	AB	1	1
202383	004	AB	1	1
202383	005	AB	1	1
202384	001	AB	1	1
202385	001	AB	1	1
202386	001	AA	1	1
202389	001	AB	1	1
202389	002	AB	1	1
202389	003	AB	1	1
202390	001	AB	1	1
202392	001	AB	1	1
202392	002	AB	1	1
202392	003	AB	1	1
202392	004	AB	1	1
202393	001	AT	1	1
202394	001	AB	1	1
202395	001	AB	1	1
202395	002	AB	1	1
202395	003	AB	1	1
202395	004	AB	1	1
202397	001	AB	1	1
202397	002	AB	1	1
202397	003	AB	1	1
202402	001	AP	1	1
202409	001	AA	1	1
202414	001	AB	1	1
202414	002	AB	1	1
202415	001	AB	1	1
202418	001	AB	1	1
202419	001	AB	1	1
202419	002	AB	1	1
202420	001	AB	1	1
202421	001	AB	1	1
202424	001	AB	1	1
202424	002	AB	1	1
202424	003	AB	1	1
202424	004	AB	1	1
202424	005	AB	1	1
202424	006	AB	1	1
202424	007	AB	1	1
202431	001	AB	1	1
202431	002	AB	1	1
202433	001	AB	1	1
202435	001	AT1	1	1
202436	001	AP	1	1
202437	001	AA	1	1
202438	001	AB	1	1
202438	002	AB	1	1
202438	003	AB	1	1
202440	001	AB	1	1
202442	001	AT	1	1
202445	001	AB	1	1
202445	002	AB	1	1
202445	003	AB	1	1
202446	001	AB	1	1
202446	002	AB	1	1
202446	003	AB	1	1
202446	004	AB	1	1
202446	005	AB	1	1
202446	006	AB	1	1
202456	001	AB	1	1
202456	002	AB	1	1
202456	003	AB	1	1
202458	001	AB	1	1
202459	001	AB	1	1
202461	001	AB	1	1
202461	002	AB	1	1
202462	001	AP	1	1
202463	001	AB3	1	1
202464	001	AP	1	1
202467	001	AB	1	1
202467	002	AB	1	1
202467	003	AB	1	1
202468	001	AB	1	1
202472	001	AP	1	1
202476	001	AB	1	1
202476	002	AB	1	1
202477	001	AB	1	1
202477	002	AB	1	1
202482	001	AB	1	1
202485	001	AP	1	1
202485	002	AP	1	1
202489	001	BX	1	1
202489	002	BX	1	1
202490	001	AB	1	1
202490	002	AB	1	1
202493	001	AP	1	1
202496	001	AN	1	1
202498	001	AB	1	1
202498	002	AB	1	1
202498	003	AB	1	1
202498	004	AB	1	1
202498	005	AB	1	1
202501	001	AP	1	1
202503	001	AB	1	1
202507	001	AB	1	1
202509	001	AB	1	1
202515	002	AP	1	1
202515	003	AP	1	1
202515	004	AP	1	1
202516	001	AB	1	1
202516	002	AB	1	1
202516	003	AB	1	1
202516	004	AB	1	1
202517	001	AB	1	1
202517	002	AB	1	1
202517	003	AB	1	1
202517	004	AB	1	1
202519	001	AB	1	1
202519	002	AB	1	1
202519	003	AB	1	1
202519	004	AB	1	1
202519	005	AB	1	1
202521	001	AP	1	1
202523	001	AB	1	1
202524	001	AB	1	1
202524	002	AB	1	1
202525	001	AT1	1	1
202530	001	AB	1	1
202532	001	AB	1	1
202533	001	AB	1	1
202533	002	AB	1	1
202537	001	AA	1	1
202539	001	AB	1	1
202539	002	AB	1	1
202539	003	AB	1	1
202540	001	AB	1	1
202540	002	AB	1	1
202542	001	AB	1	1
202545	001	AB	1	1
202545	002	AB	1	1
202546	001	AB	1	1
202546	002	AB	1	1
202546	003	AB	1	1
202546	004	AB	1	1
202548	001	AP	1	1
202552	001	AB	1	1
202552	002	AB	1	1
202552	003	AB	1	1
202552	004	AB	1	1
202553	001	AB	1	1
202553	002	AB	1	1
202553	003	AB	1	1
202554	001	AB	1	1
202554	002	AB	1	1
202554	003	AB	1	1
202554	004	AB	1	1
202554	005	AB	1	1
202554	006	AB	1	1
202556	001	AB	1	1
202556	002	AB	1	1
202556	003	AB	1	1
202557	001	AB	1	1
202557	002	AB	1	1
202557	003	AB	1	1
202557	004	AB	1	1
202557	005	AB	1	1
202560	001	AB	1	1
202560	002	AB	1	1
202561	001	AP	1	1
202562	001	AP	1	1
202564	001	AB	1	1
202565	001	AT	1	1
202566	001	AB	1	1
202566	002	AB	1	1
202567	001	AB	1	1
202568	001	AB	1	1
202568	002	AB	1	1
202568	003	AB	1	1
202568	004	AB	1	1
202571	001	AP	1	1
202572	001	AB	1	1
202573	001	AB	1	1
202578	001	AB	1	1
202578	002	AB	1	1
202578	003	AB	1	1
202578	004	AB	1	1
202579	001	AB	1	1
202579	002	AB	1	1
202580	001	AB	1	1
202581	001	AB	1	1
202583	001	AA	1	1
202585	001	AP	1	1
202588	001	AB	1	1
202590	001	AP	1	1
202590	002	AP	1	1
202592	001	AA	1	1
202593	001	AB	1	1
202593	002	AB	1	1
202594	001	AB	1	1
202595	001	AB	1	1
202595	002	AB	1	1
202595	003	AB	1	1
202598	001	AB	1	1
202599	001	AP	1	1
202600	001	AP	1	1
202601	001	AP	1	1
202601	002	AP	1	1
202603	001	AB	1	1
202605	001	AP	1	1
202608	001	BX	1	1
202608	002	BX	1	1
202608	003	BX	1	1
202610	001	AA	1	1
202610	002	AA	1	1
202620	001	AT2	1	1
202624	001	AP	1	1
202626	001	AP	1	1
202631	001	AB	1	1
202632	001	AB	1	1
202633	001	AB	1	1
202633	002	AB	1	1
202633	003	AB	1	1
202633	004	AB	1	1
202633	005	AB	1	1
202633	006	AB	1	1
202637	001	AB	1	1
202640	001	AA	1	1
202640	002	AA	1	1
202641	001	AB	1	1
202641	002	AB	1	1
202644	001	AB	1	1
202644	002	AB	1	1
202645	001	AB	1	1
202645	002	AB	1	1
202645	003	AB	1	1
202645	004	AB	1	1
202650	001	AP	1	1
202651	001	AP	1	1
202652	001	AB	1	1
202652	002	AB	1	1
202653	001	AT	1	1
202656	001	AB	1	1
202657	001	AB	1	1
202657	002	AB	1	1
202660	001	AB	1	1
202662	001	AB	1	1
202662	002	AB	1	1
202662	003	AB	1	1
202662	004	AB	1	1
202668	001	AP	1	1
202668	002	AP	1	1
202669	001	AP	1	1
202669	002	AP	1	1
202671	001	AP	1	1
202673	001	AA	1	1
202674	001	AB	1	1
202674	002	AB	1	1
202674	003	AB	1	1
202674	004	AB	1	1
202674	005	AB	1	1
202674	006	AB	1	1
202675	001	AA	1	1
202676	001	AB	1	1
202676	002	AB	1	1
202676	003	AB	1	1
202677	001	AA	1	1
202677	002	AA	1	1
202677	003	AA	1	1
202687	001	AB	1	1
202688	001	AB	1	1
202688	002	AB	1	1
202688	003	AB	1	1
202691	001	AP	1	1
202691	002	AP	1	1
202692	001	AT	1	1
202693	001	AP	1	1
202700	001	AB	1	1
202700	002	AB	1	1
202702	001	AB	1	1
202702	002	AB	1	1
202702	003	AB	1	1
202702	004	AB	1	1
202702	005	AB	1	1
202702	006	AB	1	1
202706	001	AB	1	1
202710	001	AB	1	1
202710	002	AB	1	1
202713	001	AB	1	1
202713	002	AB	1	1
202713	003	AB	1	1
202713	004	AB	1	1
202716	001	AB	1	1
202717	001	AB	1	1
202718	001	AB	1	1
202718	002	AB	1	1
202718	003	AB	1	1
202718	004	AB	1	1
202718	005	AB	1	1
202718	006	AB	1	1
202718	007	AB	1	1
202718	008	AB	1	1
202719	001	AT	1	1
202720	001	AB	1	1
202720	002	AB	1	1
202723	001	AB	1	1
202725	001	AB	1	1
202725	002	AB	1	1
202725	003	AB	1	1
202725	004	AB	1	1
202726	001	AB	1	1
202728	001	AB	1	1
202728	002	AB	1	1
202728	003	AB	1	1
202728	004	AB	1	1
202731	002	AB	1	1
202731	003	AB	1	1
202732	001	AP	1	1
202733	001	AP	1	1
202741	001	AB	1	1
202742	001	AB	1	1
202743	001	AB	1	1
202745	001	AA	1	1
202746	001	AP	1	1
202747	001	AP	1	1
202754	001	AA	1	1
202755	001	AP	1	1
202758	001	AP	1	1
202759	001	AB	1	1
202759	002	AB	1	1
202759	003	AB	1	1
202763	001	BX	1	1
202763	002	BX	1	1
202764	001	AB	1	1
202764	002	AB	1	1
202765	001	AA	1	1
202766	001	AP	1	1
202769	001	AT	1	1
202770	001	AB	1	1
202771	001	AB	1	1
202772	001	AB	1	1
202773	001	AB	1	1
202774	001	AB1	1	1
202774	002	AB1	1	1
202774	003	AB1	1	1
202775	001	AB2	1	1
202776	001	AB	1	1
202778	001	AB	1	1
202782	001	AB	1	1
202784	001	BX	1	1
202784	002	BX	1	1
202786	001	AB	1	1
202786	002	AB	1	1
202786	003	AB	1	1
202786	004	AB	1	1
202786	005	AB	1	1
202789	001	AB	1	1
202790	001	AA	1	1
202791	001	AB	1	1
202792	001	AB2	1	1
202800	001	AA	1	1
202800	002	AA	1	1
202800	003	AA	1	1
202801	001	AB	1	1
202801	002	AB	1	1
202801	003	AB	1	1
202808	001	AB	1	1
202819	001	AB	1	1
202821	001	AB	1	1
202821	002	AB	1	1
202821	003	AB	1	1
202824	001	AB	1	1
202824	002	AB	1	1
202824	003	AB	1	1
202824	004	AB	1	1
202825	001	AB	1	1
202825	002	AB	1	1
202825	003	AB	1	1
202828	001	AP	1	1
202829	001	AB	1	1
202829	002	AB	1	1
202829	003	AB	1	1
202829	004	AB	1	1
202837	001	AP	1	1
202838	001	AB	1	1
202840	001	AB	1	1
202840	002	AB	1	1
202843	001	AB	1	1
202845	001	AB	1	1
202846	001	AA	1	1
202847	001	AT	1	1
202848	001	AT	1	1
202852	001	AT	1	1
202856	001	AB	1	1
202856	002	AB	1	1
202857	001	AP	1	1
202858	001	AA	1	1
202858	002	AA	1	1
202859	001	AB	1	1
202862	001	AB	1	1
202862	002	AB	1	1
202862	003	AB	1	1
202862	004	AB	1	1
202862	005	AB	1	1
202862	006	AB	1	1
202864	001	AP	1	1
202864	002	AP	1	1
202864	003	AP	1	1
202864	004	AP	1	1
202865	001	AP	1	1
202867	001	AT1	1	1
202868	001	AB	1	1
202869	001	AP	1	1
202870	001	AB	1	1
202870	002	AB	1	1
202870	003	AB	1	1
202871	001	AB	1	1
202871	002	AB	1	1
202871	003	AB	1	1
202873	001	AB	1	1
202873	002	AB	1	1
202881	001	AP	1	1
202882	001	AB	1	1
202882	002	AB	1	1
202884	001	AB	1	1
202884	002	AB	1	1
202884	003	AB	1	1
202885	001	AB	1	1
202886	001	AB	1	1
202886	002	AB	1	1
202887	001	AB	1	1
202887	002	AB	1	1
202887	003	AB	1	1
202887	004	AB	1	1
202890	001	AB	1	1
202890	002	AB	1	1
202892	001	AB	1	1
202892	002	AB	1	1
202892	003	AB	1	1
202893	001	AA	1	1
202893	002	AA	1	1
202894	001	AB	1	1
202897	001	AB	1	1
202897	002	AB	1	1
202906	001	AB	1	1
202910	001	AB	1	1
202910	002	AB	1	1
202910	003	AB	1	1
202912	001	AB	1	1
202915	001	AA	1	1
202917	001	AB3	1	1
202917	002	AB3	1	1
202922	001	AP	1	1
202922	002	AP	1	1
202923	001	AP	1	1
202925	001	AB	1	1
202925	002	AB	1	1
202928	001	AB	1	1
202929	001	AB	1	1
202929	002	AB	1	1
202929	003	AB	1	1
202930	001	AP	1	1
202931	001	AB	1	1
202935	002	AA	1	1
202935	003	AA	1	1
202935	004	AA	1	1
202936	001	AA	1	1
202937	001	AB	1	1
202937	002	AB	1	1
202937	003	AB	1	1
202937	004	AB	1	1
202938	001	AP	1	1
202940	001	AA	1	1
202941	001	AB	1	1
202942	001	AA	1	1
202946	001	AB	1	1
202946	002	AB	1	1
202946	003	AB	1	1
202946	004	AB	1	1
202946	005	AB	1	1
202946	006	AB	1	1
202946	007	AB	1	1
202947	001	AB	1	1
202949	001	AB	1	1
202949	002	AB	1	1
202949	003	AB	1	1
202956	001	AB	1	1
202956	002	AB	1	1
202957	001	AP	1	1
202957	002	AP	1	1
202960	001	AB	1	1
202961	001	AB	1	1
202964	001	AB	1	1
202965	001	AB	1	1
202965	002	AB	1	1
202965	003	AB	1	1
202969	001	AP	1	1
202975	001	AB	1	1
202984	001	AB1	1	1
202987	001	AB1	1	1
202987	002	AB1	1	1
202987	003	AB1	1	1
202991	001	AA	1	1
202991	002	AA	1	1
202991	003	AA	1	1
202994	001	AB	1	1
202995	001	AB	1	1
202996	001	AB	1	1
202997	001	AP	1	1
203002	001	AB	1	1
203002	002	AB	1	1
203005	001	AB	1	1
203010	001	AB	1	1
203010	002	AB	1	1
203010	003	AB	1	1
203016	001	AB	1	1
203016	002	AB	1	1
203018	001	AB	1	1
203018	002	AB	1	1
203020	001	AB	1	1
203020	002	AB	1	1
203020	003	AB	1	1
203021	001	AB	1	1
203024	001	AB	1	1
203026	001	AB	1	1
203026	002	AB	1	1
203026	003	AB	1	1
203026	004	AB	1	1
203026	005	AB	1	1
203027	001	AB	1	1
203030	001	AB	1	1
203030	002	AB	1	1
203030	003	AB	1	1
203032	001	AB	1	1
203032	002	AB	1	1
203032	003	AB	1	1
203034	001	AB	1	1
203034	002	AB	1	1
203036	001	AB	1	1
203036	002	AB	1	1
203036	003	AB	1	1
203037	001	AB	1	1
203037	002	AB	1	1
203038	001	AB	1	1
203038	002	AB	1	1
203039	001	AB	1	1
203039	002	AB	1	1
203040	001	AP	1	1
203040	002	AP	1	1
203042	001	AB	1	1
203044	001	AB	1	1
203044	002	AB	1	1
203044	003	AB	1	1
203044	004	AB	1	1
203046	001	AB	1	1
203046	002	AB	1	1
203046	003	AB	1	1
203047	001	AB	1	1
203047	002	AB	1	1
203048	001	AP	1	1
203048	002	AP	1	1
203048	003	AP	1	1
203049	001	AP	1	1
203052	001	AA	1	1
203058	001	AT	1	1
203059	001	AB	1	1
203059	002	AB	1	1
203062	001	AB	1	1
203062	002	AB	1	1
203063	001	AA	1	1
203067	001	AA	1	1
203068	001	AA	1	1
203071	001	AB	1	1
203071	002	AB	1	1
203071	003	AB	1	1
203072	001	AB	1	1
203072	002	AB	1	1
203080	001	AB	1	1
203081	001	AB	1	1
203081	002	AB	1	1
203081	003	AB	1	1
203082	001	AP	1	1
203082	002	AP	1	1
203088	001	AB	1	1
203088	002	AB	1	1
203088	003	AB	1	1
203098	001	AB	1	1
203098	002	AB1	1	1
203098	003	AB1	1	1
203104	001	AB	1	1
203106	001	AB	1	1
203106	002	AB	1	1
203107	001	AB	1	1
203110	001	AP	1	1
203112	001	AB	1	1
203114	001	AB	1	1
203118	001	AB	1	1
203122	001	AB	1	1
203126	001	AB2	1	1
203126	002	AB2	1	1
203126	003	AB2	1	1
203129	001	AP	1	1
203131	001	AP	1	1
203132	001	AP	1	1
203132	002	AP	1	1
203135	001	AB	1	1
203136	001	AB	1	1
203136	002	AB	1	1
203139	001	AB	1	1
203145	001	AB	1	1
203145	002	AB	1	1
203145	003	AB	1	1
203145	004	AB	1	1
203145	005	AB	1	1
203146	001	AB	1	1
203146	002	AB	1	1
203147	001	AB	1	1
203147	002	AB	1	1
203148	001	AB	1	1
203148	002	AB	1	1
203148	003	AB	1	1
203148	004	AB	1	1
203150	001	AB	1	1
203152	001	AT	1	1
203154	001	AB	1	1
203154	002	AB	1	1
203155	001	AP	1	1
203161	001	AB	1	1
203161	002	AB	1	1
203161	003	AB	1	1
203163	001	AB	1	1
203164	001	AB	1	1
203167	001	AP	1	1
203167	002	AP	1	1
203171	001	AB	1	1
203171	002	AB	1	1
203171	003	AB	1	1
203173	001	AP	1	1
203174	001	AB	1	1
203175	001	AB	1	1
203175	002	AB	1	1
203176	001	AB	1	1
203177	001	AP	1	1
203179	001	AB	1	1
203182	001	AP	1	1
203182	002	AP	1	1
203183	001	AP	1	1
203184	001	AB	1	1
203186	001	AB	1	1
203186	002	AB	1	1
203189	001	AT	1	1
203192	001	AB	1	1
203197	001	AB	1	1
203197	002	AB	1	1
203197	003	AB	1	1
203198	001	AP	1	1
203198	002	AP	1	1
203203	001	AB	1	1
203203	002	AB	1	1
203208	001	AA	1	1
203212	001	AT	1	1
203217	001	AB	1	1
203231	001	AP	1	1
203234	001	AB	1	1
203240	001	AB	1	1
203240	002	AB	1	1
203241	001	AB	1	1
203242	001	AP	1	1
203242	002	AP	1	1
203243	001	AB	1	1
203244	001	AB	1	1
203244	002	AB	1	1
203245	001	AB	1	1
203245	002	AB	1	1
203245	003	AB	1	1
203246	002	AP	1	1
203247	001	AP	1	1
203252	001	AB	1	1
203252	002	AB	1	1
203253	001	AB	1	1
203253	002	AB	1	1
203253	003	AB	1	1
203257	001	AT	1	1
203259	001	AB	1	1
203260	001	AB	1	1
203261	001	AB	1	1
203263	001	AB	1	1
203263	002	AB	1	1
203266	001	AB	1	1
203269	001	AB	1	1
203269	002	AB	1	1
203270	001	AB	1	1
203270	002	AB	1	1
203270	003	AB	1	1
203277	001	AB	1	1
203277	002	AB	1	1
203280	001	AP	1	1
203294	001	AP	1	1
203298	001	AB	1	1
203311	001	AB	1	1
203311	002	AB	1	1
203311	003	AB	1	1
203311	004	AB	1	1
203320	001	AB1	1	1
203321	001	AP	1	1
203322	001	AP	1	1
203323	001	AP	1	1
203325	001	AB	1	1
203325	002	AB	1	1
203325	003	AB	1	1
203326	001	AB	1	1
203326	002	AB	1	1
203328	001	AB	1	1
203328	002	AB	1	1
203333	001	AB	1	1
203333	002	AB	1	1
203333	003	AB	1	1
203333	004	AB	1	1
203333	005	AB	1	1
203333	006	AB	1	1
203334	001	AB	1	1
203334	002	AB	1	1
203335	001	AB	1	1
203339	001	AB	1	1
203339	002	AB	1	1
203343	001	AT	1	1
203346	001	AB	1	1
203346	002	AB	1	1
203346	003	AB	1	1
203346	004	AB	1	1
203352	001	AP	1	1
203354	001	AB	1	1
203354	002	AB	1	1
203354	003	AB	1	1
203354	004	AB	1	1
203354	005	AB	1	1
203359	001	AB	1	1
203359	002	AB	1	1
203359	003	AB	1	1
203359	004	AB	1	1
203359	005	AB	1	1
203359	006	AB	1	1
203364	001	AP	1	1
203366	001	AB	1	1
203370	001	AB	1	1
203370	002	AB	1	1
203370	003	AB	1	1
203370	004	AB	1	1
203371	001	AB	1	1
203374	001	AA	1	1
203377	001	AT	1	1
203378	001	AT	1	1
203380	001	AP	1	1
203380	002	AP	1	1
203380	003	AP	1	1
203383	001	AT	1	1
203390	001	AB	1	1
203390	002	AB	1	1
203390	003	AB	1	1
203390	004	AB	1	1
203390	005	AB	1	1
203390	006	AB	1	1
203395	001	AT2	1	1
203399	001	AB	1	1
203409	001	AB	1	1
203409	002	AB	1	1
203411	001	AB	1	1
203413	001	AB	1	1
203417	001	AB	1	1
203417	002	AB	1	1
203417	003	AB	1	1
203419	001	AB	1	1
203428	001	AP	1	1
203431	001	AT	1	1
203432	001	AB	1	1
203435	001	AB	1	1
203435	002	AB	1	1
203437	001	AB	1	1
203438	001	AB	1	1
203443	002	AB	1	1
203443	003	AB	1	1
203448	001	AB	1	1
203455	001	AB	1	1
203455	002	AB	1	1
203455	003	AB	1	1
203456	001	AB	1	1
203456	002	AB	1	1
203456	003	AB	1	1
203456	004	AB	1	1
203458	001	AB	1	1
203458	002	AB	1	1
203460	001	AP	1	1
203460	002	AP	1	1
203468	001	AB	1	1
203468	002	AB	1	1
203476	001	AB	1	1
203476	002	AB	1	1
203478	001	AB	1	1
203478	002	AB	1	1
203482	001	AB	1	1
203482	002	AB	1	1
203482	003	AB	1	1
203482	004	AB	1	1
203484	002	AA	1	1
203490	001	AB	1	1
203490	002	AB	1	1
203490	003	AB	1	1
203490	004	AB	1	1
203490	005	AB	1	1
203490	006	AB	1	1
203494	001	AB	1	1
203500	001	AB	1	1
203500	002	AB	1	1
203502	001	AA	1	1
203502	002	AA	1	1
203503	001	AB	1	1
203503	002	AB	1	1
203506	001	AB	1	1
203506	002	AB	1	1
203506	003	AB	1	1
203506	004	AB	1	1
203506	005	AB	1	1
203506	006	AB	1	1
203506	007	AB	1	1
203508	001	AB	1	1
203508	002	AB	1	1
203508	003	AB	1	1
203508	004	AB	1	1
203508	005	AB	1	1
203508	006	AB	1	1
203511	001	AB	1	1
203513	001	AA	1	1
203518	001	AA	1	1
203518	002	AA	1	1
203519	001	AA	1	1
203521	001	AP	1	1
203533	001	AB	1	1
203533	002	AB	1	1
203534	001	AB	1	1
203534	002	AB	1	1
203534	003	AB	1	1
203536	001	AB	1	1
203536	002	AB	1	1
203536	003	AB	1	1
203536	004	AB	1	1
203544	001	AP	1	1
203546	001	AB	1	1
203546	002	AB	1	1
203546	003	AB	1	1
203548	001	AA	1	1
203548	002	AA	1	1
203551	001	AP	1	1
203551	002	AP	1	1
203554	001	AP	1	1
203560	001	AB	1	1
203560	002	AB	1	1
203560	003	AB	1	1
203562	001	AB1	1	1
203562	002	AB1	1	1
